SUPER_GRC2	5.063979	g13065	SRR9969366
SUPER_GRC2	14.798087	g14637	SRR9969366
SUPER_GRC2	7.036938	g16029	SRR9969366
SUPER_GRC2	6.072952	g17249	SRR9969366
SUPER_GRC2	2.678090	g18526	SRR9969366
SUPER_GRC2	41.305958	g19121	SRR9969366
SUPER_GRC1	13.838957	g6396	SRR9969366
SUPER_GRC2	4.486667	g14257	SRR9969367
SUPER_GRC2	14.469788	g14637	SRR9969367
SUPER_GRC2	7.273699	g16029	SRR9969367
SUPER_GRC2	6.947680	g17249	SRR9969367
SUPER_GRC2	33.009911	g19121	SRR9969367
SUPER_GRC2	17.710766	g14637	SRR9969368
SUPER_GRC2	6.180280	g16029	SRR9969368
SUPER_GRC2	6.224977	g17249	SRR9969368
SUPER_GRC2	47.313873	g19121	SRR9969368
SUPER_GRC1	8.627867	g6396	SRR9969368
SUPER_GRC2	17.945404	g14637	SRR9969369
SUPER_GRC2	4.859523	g16029	SRR9969369
SUPER_GRC2	60.931011	g19121	SRR9969369
SUPER_GRC1	12.727557	g6396	SRR9969369
SUPER_GRC2	14.237000	g14637	SRR9969372
SUPER_GRC2	5.478258	g16029	SRR9969372
SUPER_GRC2	60.642773	g19121	SRR9969372
SUPER_GRC2	1.515775	g14257	SRR9969373
SUPER_GRC2	14.244519	g14637	SRR9969373
SUPER_GRC2	4.391506	g16029	SRR9969373
SUPER_GRC2	1.676604	g17249	SRR9969373
SUPER_GRC2	56.520016	g19121	SRR9969373
